Cation_SMILES,Anion_SMILES,IL_SMILES,LOG10(MP)(K),MP(K),Molar mass(g/mol)
CCCCCCCC[N+](C)(C)CCO,[Br-],CCCCCCCC[N+](C)(C)CCO.[Br-],2.591,390.15,282.266
CCCCCCCCC[N+](C)(C)CCO,[Br-],CCCCCCCCC[N+](C)(C)CCO.[Br-],2.597,395.15,296.293
CCCCCCCCCCCC[N+](C)(C)CCO,[Br-],CCCCCCCCCCCC[N+](C)(C)CCO.[Br-],2.67,468.15,338.374
CCCCCCCCCCCCCCC[N+](C)(C)CCO,[Br-],CCCCCCCCCCCCCCC[N+](C)(C)CCO.[Br-],2.679,477.15,380.455
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCO,[Br-],CCCCCCCCCCCCCCCCCC[N+](C)(C)CCO.[Br-],2.679,477.15,422.536
CCCCCCCCCCCCCCC(O)C[N+](C)(C)CCO,[Br-],CCCCCCCCCCCCCCC(O)C[N+](C)(C)CCO.[Br-],2.547,352.15,410.481
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CO,[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CO.[Br-],2.53,339.15,424.508
CCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCCCC,[Br-],CCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCCCC.[Br-],2.614,411.15,687.077
CC(C)CCC[N+](C)(C)C,[Br-],CC(C)CCC[N+](C)(C)C.[Br-],2.684,483.15,224.186
CCCC[N+](CC)(CC)CC,[Br-],CCCC[N+](CC)(CC)CC.[Br-],2.682,481.15,238.213
CCCC[N+](C)(C)CCCC,[Br-],CCCC[N+](C)(C)CCCC.[Br-],2.643,439.15,238.213
CCC(C)(O)C[N+](C)(C)C,[Br-],CCC(C)(O)C[N+](C)(C)C.[Br-],2.646,442.15,226.158
CCC(C[N+](C)(C)C)OC,[Br-],CCC(C[N+](C)(C)C)OC.[Br-],2.598,396.15,226.158
CCOC(CC)C[N+](C)(C)C,[Br-],CCOC(CC)C[N+](C)(C)C.[Br-],2.637,433.15,240.185
CCCC(C[N+](C)(C)C)OC,[Br-],CCCC(C[N+](C)(C)C)OC.[Br-],2.574,375.15,240.185
CCCCCCCCC[N+](C)(C)C,[Br-],CCCCCCCCC[N+](C)(C)C.[Br-],2.686,485.15,266.267
C[N+](C)(C)CCOCCO,[Br-],C[N+](C)(C)CCOCCO.[Br-],2.554,358.15,228.13
CCCOC(CC)C[N+](C)(C)C,[Br-],CCCOC(CC)C[N+](C)(C)C.[Br-],2.624,421.15,254.212
CCCCC(C[N+](C)(C)C)OC,[Br-],CCCCC(C[N+](C)(C)C)OC.[Br-],2.571,372.15,254.212
CCCC(C[N+](C)(C)C)OCC,[Br-],CCCC(C[N+](C)(C)C)OCC.[Br-],2.624,421.15,254.212
CCCCCCC[N+](CC)(CC)CC,[Br-],CCCCCCC[N+](CC)(CC)CC.[Br-],2.583,383.15,280.294
CC[N+](C)(CCC(C)C)CCC(C)C,[Br-],CC[N+](C)(CCC(C)C)CCC(C)C.[Br-],2.602,400.15,280.294
CCCC[N+](C)(CCCC)CCCC,[Br-],CCCC[N+](C)(CCCC)CCCC.[Br-],2.596,394.15,280.294
CCOCC[N+](CC)(CC)CC,[Br-],CCOCC[N+](CC)(CC)CC.[Br-],2.57,371.15,254.212
C#CC[N+](CC)(CC)CC,[Br-],C#CC[N+](CC)(CC)CC.[Br-],2.674,472.15,220.154
CCCCC(C[N+](C)(C)C)OCC,[Br-],CCCCC(C[N+](C)(C)C)OCC.[Br-],2.625,422.15,268.239
CCCCOC(CC)C[N+](C)(C)C,[Br-],CCCCOC(CC)C[N+](C)(C)C.[Br-],2.604,402.15,268.239
CCCCOC(CCC)C[N+](C)(C)C,[Br-],CCCCOC(CCC)C[N+](C)(C)C.[Br-],2.585,384.15,282.266
C=CC[N+](C)(CC=C)CC=C,[Br-],C=CC[N+](C)(CC=C)CC=C.[Br-],2.56,363.15,232.165
CCCCCCCCC(CC)C[N+](C)(C)C,[Br-],CCCCCCCCC(CC)C[N+](C)(C)C.[Br-],2.698,499.15,308.348
CCCCCOC(CCC)C[N+](C)(C)C,[Br-],CCCCCOC(CCC)C[N+](C)(C)C.[Br-],2.579,379.15,296.293
CC[N+](C)(CC)CC(C)(O)CC(C)(C)C,[Br-],CC[N+](C)(CC)CC(C)(O)CC(C)(C)C.[Br-],2.6,398.15,296.293
C=C(OCC)[N+](C)(C)C,[Br-],C=C(OCC)[N+](C)(C)C.[Br-],2.628,424.15,210.115
C=COCC[N+](CC)(CC)CC,[Br-],C=COCC[N+](CC)(CC)CC.[Br-],2.566,368.15,252.196
CC(CC(C)(C)C)C[N+](C)(C)CC(C)CC(C)(C)C,[Br-],CC(CC(C)(C)C)C[N+](C)(C)CC(C)CC(C)(C)C.[Br-],2.684,483.15,350.429
CCCCCCCCCCCC[N+](C)(C)CCCC,[Br-],CCCCCCCCCCCC[N+](C)(C)CCCC.[Br-],2.496,313.15,350.429
C#CC[N+](CC=C)(CC=C)CC=C,[Br-],C#CC[N+](CC=C)(CC=C)CC=C.[Br-],2.575,376.15,256.187
C=CC(O)C[N+](C)(C)CCCC,[Br-],C=CC(O)C[N+](C)(C)CCCC.[Br-],2.547,352.15,252.196
C=CC[N+](C)(C)Cc1ccccc1,[Br-],C=CC[N+](C)(C)Cc1ccccc1.[Br-],2.559,362.15,256.187
C#CC[N+](CC#C)(CC=C)CCCC,[Br-],C#CC[N+](CC#C)(CC=C)CCCC.[Br-],2.559,362.15,270.214
Cc1ccccc1C[N+](C)(C)C,[Br-],Cc1ccccc1C[N+](C)(C)C.[Br-],2.676,474.15,244.176
C=CC[N+](C)(C)c1ccccc1,[Br-],C=CC[N+](C)(C)c1ccccc1.[Br-],2.599,397.15,242.16
CCCC(=O)OCC[N+](C)(C)C,[Br-],CCCC(=O)OCC[N+](C)(C)C.[Br-],2.573,374.15,254.168
C[N+](C)(C)CCCCc1ccccc1,[Br-],C[N+](C)(C)CCCCc1ccccc1.[Br-],2.656,453.15,272.23
C[N+](C)(C)CCCCCc1ccccc1,[Br-],C[N+](C)(C)CCCCCc1ccccc1.[Br-],2.64,436.15,286.257
CCC[N+](C)(C)Cc1ccccc1,[Br-],CCC[N+](C)(C)Cc1ccccc1.[Br-],2.616,413.15,258.203
COc1ccc(C[N+](C)(C)C)cc1,[Br-],COc1ccc(C[N+](C)(C)C)cc1.[Br-],2.622,419.15,260.175
CCCCCCCCCCCCCCCCCC[N+](CC)(CC)CC,[Br-],CCCCCCCCCCCCCCCCCC[N+](CC)(CC)CC.[Br-],2.637,433.15,434.591
CCCCCCCCCCCCCCCC[N+](C)(CCCC)CCCC,[Br-],CCCCCCCCCCCCCCCC[N+](C)(CCCC)CCCC.[Br-],2.511,324.15,448.618
C[N+](C)(CCO)Cc1ccccc1,[Br-],C[N+](C)(CCO)Cc1ccccc1.[Br-],2.552,356.15,260.175
CC[N+](C)(CC)CC(O)c1ccccc1,[Br-],CC[N+](C)(CC)CC(O)c1ccccc1.[Br-],2.632,428.15,288.229
CCCCCCCCCC[N+](C)(C)CC(=O)O,[Br-],CCCCCCCCCC[N+](C)(C)CC(=O)O.[Br-],2.63,426.15,324.303
C#CC[N+](CC=C)(CC=C)c1ccccc1,[Br-],C#CC[N+](CC=C)(CC=C)c1ccccc1.[Br-],2.614,411.15,292.22
CCC[N+](CCC)(CCC)Cc1ccccc1,[Br-],CCC[N+](CCC)(CCC)Cc1ccccc1.[Br-],2.664,461.15,314.311
CC[N+](C)(CC)C(CO)c1ccccc1,[Br-],CC[N+](C)(CC)C(CO)c1ccccc1.[Br-],2.63,426.15,288.229
CCCCCCCCCCCCCCCC[N+](C)(C)C1CCCCC1,[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)C1CCCCC1.[Br-],2.617,414.15,432.575
Cc1ccccc1C[N+](C)(C)c1ccccc1,[Br-],Cc1ccccc1C[N+](C)(C)c1ccccc1.[Br-],2.558,361.15,306.247
CC[N+](CC)(Cc1ccccc1)Cc1ccccc1,[Br-],CC[N+](CC)(Cc1ccccc1)Cc1ccccc1.[Br-],2.623,420.15,334.301
CCc1ccc([N+](C)(C)Cc2ccccc2)cc1,[Br-],CCc1ccc([N+](C)(C)Cc2ccccc2)cc1.[Br-],2.636,432.15,320.274
CCCCCCCCCCCC[N+](C)(C)CCOC(C)=O,[Br-],CCCCCCCCCCCC[N+](C)(C)CCOC(C)=O.[Br-],2.529,338.15,380.411
CCC=Cc1ccc([N+](C)(C)Cc2ccccc2)cc1,[Br-],CCC=Cc1ccc([N+](C)(C)Cc2ccccc2)cc1.[Br-],2.578,378.15,346.312
CCCCCC[N+](C)(C)c1ccccc1OC,[Br-],CCCCCC[N+](C)(C)c1ccccc1OC.[Br-],2.658,455.15,316.283
C[N+](C)(CC(=O)c1ccccc1)CC1CCCCC1,[Br-],C[N+](C)(CC(=O)c1ccccc1)CC1CCCCC1.[Br-],2.662,459.15,340.305
C=CC[N+](C)(Cc1ccccc1)c1ccc(OC)cc1,[Br-],C=CC[N+](C)(Cc1ccccc1)c1ccc(OC)cc1.[Br-],2.624,421.15,348.284
C[N+](C)(C)C(OC(=O)c1ccccc1)c1ccccc1,[Br-],C[N+](C)(C)C(OC(=O)c1ccccc1)c1ccccc1.[Br-],2.613,410.15,350.256
CCCCCCCCCC[N+](C)(C)CCCCCCCCCCC(=O)O,[Br-],CCCCCCCCCC[N+](C)(C)CCCCCCCCCCC(=O)O.[Br-],2.583,383.15,450.546
C[N+](C)(CCCc1ccccc1)CC(=O)c1ccccc1,[Br-],C[N+](C)(CCCc1ccccc1)CC(=O)c1ccccc1.[Br-],2.6,398.15,362.311
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCC,[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCC.[Br-],2.516,328.15,436.519
CCCCCCCCCCCCCCCC[N+](C)(C)CCOC(C)=O,[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CCOC(C)=O.[Br-],2.539,346.15,436.519
CCCCCCCc1ccc([N+](C)(C)Cc2ccccc2)cc1,[Br-],CCCCCCCc1ccc([N+](C)(C)Cc2ccccc2)cc1.[Br-],2.56,363.15,390.409
CCCCCCCCc1ccc([N+](C)(C)Cc2ccccc2)cc1,[Br-],CCCCCCCCc1ccc([N+](C)(C)Cc2ccccc2)cc1.[Br-],2.558,361.15,404.436
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Br-],CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],2.508,322.15,412.5
COc1cccc(C[N+](C)(C)CC(=O)c2ccccc2)c1,[Br-],COc1cccc(C[N+](C)(C)CC(=O)c2ccccc2)c1.[Br-],2.628,424.15,364.283
CCCCCCCCCCCCCCCC[N+](CC)(CC)CCOC(C)=O,[Br-],CCCCCCCCCCCCCCCC[N+](CC)(CC)CCOC(C)=O.[Br-],2.537,344.15,464.573
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC(=O)OC,[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC(=O)OC.[Br-],2.532,340.15,478.6
CCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Br-],CCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],2.523,333.15,426.527
CC[N+](CC)(CCCOc1ccccc1)CCCOc1ccccc1,[Br-],CC[N+](CC)(CCCOc1ccccc1)CCCOc1ccccc1.[Br-],2.545,351.15,422.407
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCC(=O)OC,[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCC(=O)OC.[Br-],2.523,333.15,506.654
CCCCCCCCCCCc1ccc([N+](C)(C)Cc2ccccc2)cc1,[Br-],CCCCCCCCCCCc1ccc([N+](C)(C)Cc2ccccc2)cc1.[Br-],2.556,360.15,446.517
CCCCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCOC(C)=O,[Br-],CCCCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCOC(C)=O.[Br-],2.513,326.15,520.681
CCCCCCCCCCCCOc1ccccc1[N+](C)(C)CCCCCCCCCC,[Br-],CCCCCCCCCCCCOc1ccccc1[N+](C)(C)CCCCCCCCCC.[Br-],2.494,312.15,526.688
CCCCCCCCCCCCOc1ccccc1[N+](C)(C)CCCCCCCCCCCC,[Br-],CCCCCCCCCCCCOc1ccccc1[N+](C)(C)CCCCCCCCCCCC.[Br-],2.501,317.15,554.742
CCCCCCCCCCCCCC[N+](C)(C)c1ccccc1OCCCCCCCCCCCC,[Br-],CCCCCCCCCCCCCC[N+](C)(C)c1ccccc1OCCCCCCCCCCCC.[Br-],2.505,320.15,582.796
C[N+](C)(C)CCc1ccccc1,[Br-],C[N+](C)(C)CCc1ccccc1.[Br-],2.705,507.15,244.176
CCCC(C)[N+](C)(C)C,[Br-],CCCC(C)[N+](C)(C)C.[Br-],2.699,500.15,210.159
CCCCCCCCCCCC[N+](CC)(CCO)CCO,[Br-],CCCCCCCCCCCC[N+](CC)(CCO)CCO.[Br-],2.535,343.15,382.427
Cc1ccc(C[N+](C)(C)C)c2ccccc12,[Br-],Cc1ccc(C[N+](C)(C)C)c2ccccc12.[Br-],2.704,506.15,294.236
CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC,[Br-],CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-],2.511,324.15,518.753
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC,[Br-],CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-],2.524,334.15,518.753
CCCCC(C(=O)OC)[N+](C)(C)Cc1ccccc1,[Br-],CCCCC(C(=O)OC)[N+](C)(C)Cc1ccccc1.[Br-],2.623,420.15,344.293
C[N+](C)(CCCCOc1ccccc1)Cc1ccccc1,[Br-],C[N+](C)(CCCCOc1ccccc1)Cc1ccccc1.[Br-],2.604,402.15,364.327
CCCC(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,[Br-],CCCC(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],2.56,363.15,372.347
CCCCC(C(=O)OCC)[N+](C)(C)Cc1ccccc1,[Br-],CCCCC(C(=O)OCC)[N+](C)(C)Cc1ccccc1.[Br-],2.592,391.15,358.32
C[N+](C)(Cc1cccc(Oc2ccccc2)c1)c1ccccc1,[Br-],C[N+](C)(Cc1cccc(Oc2ccccc2)c1)c1ccccc1.[Br-],2.602,400.15,384.317
CCCCCC[N+](CCCCCC)(CCCCCC)Cc1ccccc1,[Br-],CCCCCC[N+](CCCCCC)(CCCCCC)Cc1ccccc1.[Br-],2.574,375.15,440.554
C[N+](C)(CCCCCOc1ccccc1)Cc1ccccc1,[Br-],C[N+](C)(CCCCCOc1ccccc1)Cc1ccccc1.[Br-],2.616,413.15,378.354
Cc1ccc(C(C)C)cc1C[N+](C)(C)Cc1cc(C(C)C)ccc1C,[Br-],Cc1ccc(C(C)C)cc1C[N+](C)(C)Cc1cc(C(C)C)ccc1C.[Br-],2.698,499.15,418.463
CCCCC(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,[Br-],CCCCC(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],2.545,351.15,386.374
Cc1ccc(C(C)C)cc1C[N+](C)(Cc1ccccc1)Cc1ccccc1,[Br-],Cc1ccc(C(C)C)cc1C[N+](C)(Cc1ccccc1)Cc1ccccc1.[Br-],2.681,480.15,438.453
C[N+](C)(CCCCOc1cccc2ccccc12)Cc1ccccc1,[Br-],C[N+](C)(CCCCOc1cccc2ccccc12)Cc1ccccc1.[Br-],2.616,413.15,414.387
C[N+](C)(CCCCOc1ccc2ccccc2c1)Cc1ccccc1,[Br-],C[N+](C)(CCCCOc1ccc2ccccc2c1)Cc1ccccc1.[Br-],2.639,435.15,414.387
CCCCCCC[N+](C)(C)C,[Br-],CCCCCCC[N+](C)(C)C.[Br-],2.659,456.15,238.213
C=CC[N+](C)(C)C=C(C)C,[Br-],C=CC[N+](C)(C)C=C(C)C.[Br-],2.528,337.15,220.154
CC[N+](C)(C)C1CCCCO1,[Br-],CC[N+](C)(C)C1CCCCO1.[Br-],2.553,357.15,238.169
CC#CC[N+](CC)(CC)CC,[Br-],CC#CC[N+](CC)(CC)CC.[Br-],2.591,390.15,234.181
Cc1cc(C)cc(C[N+](C)(C)C)c1,[Br-],Cc1cc(C)cc(C[N+](C)(C)C)c1.[Br-],2.709,512.15,258.203
C#CC[N+](C)(C)CC#Cc1ccccc1,[Br-],C#CC[N+](C)(C)CC#Cc1ccccc1.[Br-],2.649,445.15,278.193
CC(C)=C[N+](C)(C)Cc1ccccc1,[Br-],CC(C)=C[N+](C)(C)Cc1ccccc1.[Br-],2.642,438.15,270.214
COc1ccc(CC[N+](C)(C)C)cc1,[Br-],COc1ccc(CC[N+](C)(C)C)cc1.[Br-],2.69,490.15,274.202
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCC,[Br-],CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],2.52,331.15,490.699
C[N+](C)(CCc1ccccc1)c1ccccc1,[Br-],C[N+](C)(CCc1ccccc1)c1ccccc1.[Br-],2.647,443.15,306.247
CC(c1ccccc1)[N+](C)(C)c1ccccc1,[Br-],CC(c1ccccc1)[N+](C)(C)c1ccccc1.[Br-],2.595,393.15,306.247
Cc1cccc(C[N+](C)(C)CCO)c1C,[Br-],Cc1cccc(C[N+](C)(C)CCO)c1C.[Br-],2.624,421.15,288.229
Cc1ccccc1C[N+](C)(C)CCCO,[Br-],Cc1ccccc1C[N+](C)(C)CCCO.[Br-],2.604,402.15,288.229
CC(=O)OCC[N+](C)(C)Cc1ccccc1,[Br-],CC(=O)OCC[N+](C)(C)Cc1ccccc1.[Br-],2.601,399.15,302.212
Cc1cccc(C[N+](C)(C)CCCO)c1C,[Br-],Cc1cccc(C[N+](C)(C)CCCO)c1C.[Br-],2.647,443.15,302.256
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,[Br-],CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],2.527,336.15,546.807
CCOC(=O)C(C)[N+](C)(C)Cc1ccccc1,[Br-],CCOC(=O)C(C)[N+](C)(C)Cc1ccccc1.[Br-],2.592,391.15,316.239
CC[N+](CC)(CC)Cc1cccc(Oc2ccccc2)c1,[Br-],CC[N+](CC)(CC)Cc1cccc(Oc2ccccc2)c1.[Br-],2.639,435.15,364.327
CCCCCCCCCCCC[N+](C)(C)Cc1cc(C(C)C)ccc1C,[Br-],CCCCCCCCCCCC[N+](C)(C)Cc1cc(C(C)C)ccc1C.[Br-],2.631,427.15,440.554
CCCCCCCCCCCC[N+](C)(C)CCc1cc(C(C)C)ccc1C,[Br-],CCCCCCCCCCCC[N+](C)(C)CCc1cc(C(C)C)ccc1C.[Br-],2.588,387.15,454.581
CCC(CC(C)C)(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,[Br-],CCC(CC(C)C)(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],2.619,416.15,414.428
CCCCCCCCCCCC[N+](CC)(CC)CCC,[Br-],CCCCCCCCCCCC[N+](CC)(CC)CCC.[Br-],2.57,371.15,364.456
CCCCCCCCCCCC[N+](C)(CC)COCC,[Br-],CCCCCCCCCCCC[N+](C)(CC)COCC.[Br-],2.652,449.15,366.428
C[N+](C)(CCC(=O)O)CC(=O)O,[Br-],C[N+](C)(CCC(=O)O)CC(=O)O.[Br-],2.628,424.15,256.096
CCCCCCCCCCCC[N+](C)(CC)CC(=O)O,[Br-],CCCCCCCCCCCC[N+](C)(CC)CC(=O)O.[Br-],2.575,376.15,366.384
CCCCCCCCCCCC[N+](C)(CC)Cc1ccccc1,[Br-],CCCCCCCCCCCC[N+](C)(CC)Cc1ccccc1.[Br-],2.577,377.15,398.473
CCCCCCCCCCCC[N+](C)(CCCC)Cc1ccccc1,[Br-],CCCCCCCCCCCC[N+](C)(CCCC)Cc1ccccc1.[Br-],2.545,351.15,426.527
C[N+](C)(C)Cc1ccc(O)cc1,[Br-],C[N+](C)(C)Cc1ccc(O)cc1.[Br-],2.643,439.15,246.148
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccc(O)cc1,[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccc(O)cc1.[Br-],2.604,402.15,456.553
CC(=O)C[N+](C)(C)Cc1ccccc1C,[Br-],CC(=O)C[N+](C)(C)Cc1ccccc1C.[Br-],2.598,396.15,286.213
COC(=O)C[N+](C)(C)Cc1ccc(C)cc1,[Br-],COC(=O)C[N+](C)(C)Cc1ccc(C)cc1.[Br-],2.591,390.15,302.212
COC(=O)C[N+](C)(C)Cc1ccccc1C,[Br-],COC(=O)C[N+](C)(C)Cc1ccccc1C.[Br-],2.608,405.15,302.212
CC(C)CC(=O)C[N+](C)(C)C,[Br-],CC(C)CC(=O)C[N+](C)(C)C.[Br-],2.61,407.15,238.169
CCOC(C[N+](C)(C)C)OCC,[Br-],CCOC(C[N+](C)(C)C)OCC.[Br-],2.628,424.15,256.184
C[N+](C)(C)CC(O)CO,[Br-],C[N+](C)(C)CC(O)CO.[Br-],2.596,394.15,214.103
CC[N+](CC)(CC)CC#Cc1ccccc1,[Br-],CC[N+](CC)(CC)CC#Cc1ccccc1.[Br-],2.634,430.15,296.252
C=CC[N+](C)(C)c1cc(C)ccc1O,[Br-],C=CC[N+](C)(C)c1cc(C)ccc1O.[Br-],2.628,424.15,272.186
COc1cc(C[N+](C)(C)C)cc(OC)c1,[Br-],COc1cc(C[N+](C)(C)C)cc(OC)c1.[Br-],2.669,467.15,290.201
C=CC[N+](C)(C)c1cc(C)cc(C)c1O,[Br-],C=CC[N+](C)(C)c1cc(C)cc(C)c1O.[Br-],2.579,379.15,286.213
C=C(C)C[N+](C)(C)c1cc(C)ccc1O,[Br-],C=C(C)C[N+](C)(C)c1cc(C)ccc1O.[Br-],2.63,426.15,286.213
COc1ccc([N+](C)(C)Cc2ccccc2)cc1,[Br-],COc1ccc([N+](C)(C)Cc2ccccc2)cc1.[Br-],2.604,402.15,322.246
C#CC[N+](C)(C)C(C(=O)c1ccccc1)c1ccccc1,[Br-],C#CC[N+](C)(C)C(C(=O)c1ccccc1)c1ccccc1.[Br-],2.628,424.15,358.279
Cc1ccc(O)c([N+](C)(C)CC=Cc2ccccc2)c1,[Br-],Cc1ccc(O)c([N+](C)(C)CC=Cc2ccccc2)c1.[Br-],2.629,425.15,348.284
COC(=O)C[N+](C)(C)Cc1cccc2ccccc12,[Br-],COC(=O)C[N+](C)(C)Cc1cccc2ccccc12.[Br-],2.639,435.15,338.245
CCCCCCCCCCCC[N+](C)(C)Cc1ccc(C(=O)c2ccccc2)cc1,[Br-],CCCCCCCCCCCC[N+](C)(C)Cc1ccc(C(=O)c2ccccc2)cc1.[Br-],2.601,399.15,488.554
C[N+](C)(C)c1ccc(C=O)cc1,[Br-],C[N+](C)(C)c1ccc(C=O)cc1.[Br-],2.683,482.15,244.132
C=CC=C(C)C[N+](C)(C)CC=Cc1ccccc1,[Br-],C=CC=C(C)C[N+](C)(C)CC=Cc1ccccc1.[Br-],2.636,432.15,322.29
C[N+](C)(CC#Cc1ccccc1)CC=Cc1ccccc1,[Br-],C[N+](C)(CC#Cc1ccccc1)CC=Cc1ccccc1.[Br-],2.622,419.15,356.307
CC(c1ccccc1)[N+](C)(C)CC(=O)c1ccccc1,[Br-],CC(c1ccccc1)[N+](C)(C)CC(=O)c1ccccc1.[Br-],2.602,400.15,348.284
C[N+](C)(C)CCCCCCCCCCOc1ccc(C=O)cc1,[Br-],C[N+](C)(C)CCCCCCCCCCOc1ccc(C=O)cc1.[Br-],2.592,391.15,400.401
C#CC[N+](C)(C)CC#Cc1cccc2ccccc12,[Br-],C#CC[N+](C)(C)CC#Cc1cccc2ccccc12.[Br-],2.618,415.15,328.253
C#CC[N+](CC)(CC)CC#Cc1cccc2ccccc12,[Br-],C#CC[N+](CC)(CC)CC#Cc1cccc2ccccc12.[Br-],2.601,399.15,356.307
CC[N+](CC)(CC)CCCO,[Br-],CC[N+](CC)(CC)CCCO.[Br-],2.643,439.15,240.185
CCCCCCCCCC[N+](CC)(CC)CC,[Br-],CCCCCCCCCC[N+](CC)(CC)CC.[Br-],2.58,380.15,322.375
C[N+](C)(C)c1cccc(O)c1,[Br-],C[N+](C)(C)c1cccc(O)c1.[Br-],2.681,480.15,232.121
CC(C[N+](C)(C)C)c1ccccc1,[Br-],CC(C[N+](C)(C)C)c1ccccc1.[Br-],2.655,452.15,258.203
CCCCCCCCCCCCCCCC[N+](C)(C)C(C)O,[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)C(C)O.[Br-],2.591,390.15,394.482
CC(C)C(C[N+](C)(C)C)c1ccccc1,[Br-],CC(C)C(C[N+](C)(C)C)c1ccccc1.[Br-],2.648,444.15,286.257
C=C(C)C[N+](C)(C)c1cccc(O)c1,[Br-],C=C(C)C[N+](C)(C)c1cccc(O)c1.[Br-],2.588,387.15,272.186
C[N+](C)(C)CCC(=O)c1ccc(O)cc1,[Br-],C[N+](C)(C)CCC(=O)c1ccc(O)cc1.[Br-],2.681,480.15,288.185
COc1cccc(C(=O)CC[N+](C)(C)C)c1,[Br-],COc1cccc(C(=O)CC[N+](C)(C)C)c1.[Br-],2.62,417.15,302.212
Cc1ccc([N+](C)(C)C(C)c2ccccc2)cc1,[Br-],Cc1ccc([N+](C)(C)C(C)c2ccccc2)cc1.[Br-],2.574,375.15,320.274
COc1ccc([N+](C)(C)C(C)c2ccccc2)cc1,[Br-],COc1ccc([N+](C)(C)C(C)c2ccccc2)cc1.[Br-],2.581,381.15,336.273
C=C(C)C[N+](C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,[Br-],C=C(C)C[N+](C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1.[Br-],2.618,415.15,384.402
CC(C)=CC[N+](C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,[Br-],CC(C)=CC[N+](C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1.[Br-],2.612,409.15,398.429
COc1ccc(C(C[N+](C)(C)C)c2ccc(OC)cc2)cc1,[Br-],COc1ccc(C(C[N+](C)(C)C)c2ccc(OC)cc2)cc1.[Br-],2.701,502.15,380.326
C=C(C)C#CC[N+](C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,[Br-],C=C(C)C#CC[N+](C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1.[Br-],2.626,423.15,408.424
CC(C)(C)c1cc([N+](C)(C)Cc2ccccc2)cc(C(C)(C)C)c1O,[Br-],CC(C)(C)c1cc([N+](C)(C)Cc2ccccc2)cc(C(C)(C)C)c1O.[Br-],2.649,446.15,420.435
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1O,[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1O.[Br-],2.511,324.15,456.553
CC(C)(C)c1cc([N+](C)(C)CC=Cc2ccccc2)cc(C(C)(C)C)c1O,[Br-],CC(C)(C)c1cc([N+](C)(C)CC=Cc2ccccc2)cc(C(C)(C)C)c1O.[Br-],2.637,433.15,446.473
C=CC[N+](C)(CCOC(=O)CCCCCCCCCCC)CCOC(=O)CCCCCCCCCCC,[Br-],C=CC[N+](C)(CCOC(=O)CCCCCCCCCCC)CCOC(=O)CCCCCCCCCCC.[Br-],2.545,351.15,604.755
